TRANSACTIONID,ACCOUNTID,ACCOUNTTYPEID,CUSTOMERID,CUSTOMERTYPEID,PRODUCTID,PRODUCTCATEGORYID,PROFITCENTERID,VERSION,DATE,VALUE
6032,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20181101,20536
6033,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20181201,24447
6034,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20190101,4889
6035,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20190201,22003
6036,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20190301,5378
6037,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20190401,20613
6038,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20190501,33346
6039,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20190601,56385
6040,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20190701,49109
6041,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20190801,40015
6042,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20190901,9094
6043,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20191001,27889
6044,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20191101,25464
6045,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20191201,30314
6046,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20200101,6062
6047,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20200201,27283
6048,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20200301,6669
6049,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20200401,31115
6050,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20200501,53340
6051,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M500,MT,US10_PCM3S,Actual,20200601,55118
6052,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20180401,218215
6053,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20180501,59354
6054,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20180601,132674
6055,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20180701,121327
6056,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20180801,434684
6057,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20180901,57608
6058,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20181001,86413
6059,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20181101,114344
6060,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20181201,119581
6061,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20190101,82048
6062,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20190201,88158
6063,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20190301,18330
6064,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20190401,270580
6065,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20190501,73597
6066,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20190601,164512
6067,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20190701,150442
6068,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20190801,538996
6069,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20190901,71433
6070,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20191001,107149
6071,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20191101,141784
6072,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20191201,148278
6073,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20200101,101738
6074,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20200201,109314
6075,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20200301,22728
6076,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20200401,436425
6077,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20200501,93633
6078,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M525,MT,US10_PCM2S,Actual,20200601,390402
6079,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20180401,49234
6080,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20180501,68500
6081,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20180601,92046
6082,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20180701,44953
6083,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20180801,14984
6084,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20180901,87765
6085,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20181001,77062
6086,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20181201,14984
6087,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20190101,14984
6088,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20190201,113453
6089,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20190301,47093
6090,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20190401,61049
6091,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20190501,84938
6092,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20190601,114135
6093,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20190701,55740
6094,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20190801,18580
6095,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20190901,108826
6096,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20191001,95555
6097,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20191201,18580
6098,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20200101,18580
6099,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20200201,140678
6100,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20200301,58394
6101,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20200401,140812
6102,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20200501,92876
6103,FPA1/022,INC,USCU_S09,Z1,MZ-FG-M550,MT,US10_PCM1S,Actual,20200601,182756
6104,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20180401,17091
6105,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20180501,9633
6106,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20180601,8079
6107,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20180701,7458
6108,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20180801,7147
6109,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20180901,9011
6110,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20181001,12430
6111,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20181101,17712
6112,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20181201,9011
6113,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20190101,10565
6114,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20190201,7768
6115,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20190301,11497
6116,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20190401,21192
6117,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20190501,11945
6118,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20190601,10018
6119,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20190701,9247
6120,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20190801,8862
6121,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20190901,11174
6122,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20191001,15413
6123,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20191101,21963
6124,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20191201,11174
6125,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20200101,13101
6126,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20200201,9633
6127,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20200301,14257
6128,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20200401,22600
6129,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20200501,18645
6130,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R100,RC,US10_PCR3S,Actual,20200601,16950
6131,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20180401,161865
6132,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20180501,301857
6133,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20180601,271234
6134,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20180701,459349
6135,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20180801,330293
6136,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20180901,205613
6137,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20181001,220925
6138,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20181101,247173
6139,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20181201,174990
6140,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20190101,52497
6141,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20190201,177177
6142,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20190301,142448
6143,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20190401,200709
6144,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20190501,374295
6145,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20190601,336323
6146,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20190701,569579
6147,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20190801,409554
6148,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20190901,254954
6149,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20191001,273940
6150,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20191101,306488
6151,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20191201,216982
6152,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20200101,65094
6153,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20200201,219694
6154,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20200301,176631
6155,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20200401,400960
6156,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20200501,395232
6157,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R200,RC,US10_PCR2S,Actual,20200601,346544
6158,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20180401,557745
6159,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20180501,212880
6160,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20180601,455563
6161,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20180701,591806
6162,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20180801,336350
6163,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20180901,183076
6164,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20181001,200107
6165,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20181101,212880
6166,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20181201,123470
6167,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20190101,110697
6168,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20190201,272486
6169,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20190301,153273
6170,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20190401,691588
6171,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20190501,263965
6172,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20190601,564885
6173,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20190701,733823
6174,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20190801,417064
6175,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20190901,227010
6176,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20191001,248127
6177,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20191101,263965
6178,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20191201,153099
6179,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20200101,137261
6180,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20200201,337875
6181,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20200301,190054
6182,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20200401,597915
6183,FPA1/022,INC,USCU_S09,Z1,MZ-FG-R300,RC,US10_PCR1S,Actual,20200601,487620
6184,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20180401,4620
6185,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20180501,13744
6186,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20180601,17556
6187,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20180701,31454
6188,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20180801,23254
6189,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20180901,17209
6190,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20181001,9394
6191,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20181201,6237
6192,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20190101,3465
6193,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20190201,9548
6194,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20190301,22137
6195,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20190401,5728
6196,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20190501,17042
6197,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20190601,21769
6198,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20190701,39003
6199,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20190801,28834
6200,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20190901,21339
6201,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20191001,11648
6202,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20191201,7733
6203,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20200101,4296
6204,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20200201,11839
6205,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20200301,27450
6206,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20200401,23520
6207,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20200501,24990
6208,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y120,YH,US10_PCY1S,Actual,20200601,31920
6209,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20180401,12210
6210,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20180501,10494
6211,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20180601,14388
6212,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20180701,4950
6213,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20180801,5940
6214,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20180901,6468
6215,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20181001,11286
6216,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20181101,2640
6217,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20181201,2838
6218,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20190101,3564
6219,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20190201,6864
6220,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20190301,1122
6221,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20190401,15140
6222,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20190501,13012
6223,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20190601,17840
6224,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20190701,6137
6225,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20190801,7365
6226,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20190901,8020
6227,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20191001,13994
6228,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20191101,3273
6229,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20191201,3519
6230,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20200101,4419
6231,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20200201,8511
6232,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20200301,1391
6233,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20200401,22800
6234,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20200501,19560
6235,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y200,YH,US10_PCY2S,Actual,20200601,32520
6236,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20180501,3080
6237,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20180601,352
6238,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20180701,2728
6239,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20180801,5104
6240,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20180901,2288
6241,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20181001,2464
6242,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20181101,5544
6243,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20181201,1672
6244,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20190101,704
6245,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20190201,5544
6246,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20190301,1584
6247,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20190501,3819
6248,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20190601,436
6249,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20190701,3382
6250,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20190801,6328
6251,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20190901,2837
6252,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20191001,3055
6253,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20191101,6874
6254,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20191201,2073
6255,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20200101,872
6256,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20200201,6874
6257,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20200301,1964
6258,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20200501,5920
6259,FPA1/022,INC,USCU_S09,Z1,MZ-TG-Y240,YH,US10_PCY3S,Actual,20200601,6720
6260,FPA1/022,INC,USCU_S10,Z1,MZ-FG-C900,CR,US10_PCC3S,Actual,20180401,22022
6261,FPA1/022,INC,USCU_S10,Z1,MZ-FG-C900,CR,US10_PCC3S,Actual,20180501,8470
6262,FPA1/022,INC,USCU_S10,Z1,MZ-FG-C900,CR,US10_PCC3S,Actual,20180601,2662
6263,FPA1/022,INC,USCU_S10,Z1,MZ-FG-C900,CR,US10_PCC3S,Actual,20180701,13552
6264,FPA1/022,INC,USCU_S10,Z1,MZ-FG-C900,CR,US10_PCC3S,Actual,20180801,18634
6265,FPA1/022,INC,USCU_S10,Z1,MZ-FG-C900,CR,US10_PCC3S,Actual,20180901,23474
6266,FPA1/022,INC,USCU_S10,Z1,MZ-FG-C900,CR,US10_PCC3S,Actual,20181001,33638
6267,FPA1/022,INC,USCU_S10,Z1,MZ-FG-C900,CR,US10_PCC3S,Actual,20181101,18392
6268,FPA1/022,INC,USCU_S10,Z1,MZ-FG-C900,CR,US10_PCC3S,Actual,20181201,17182
6269,FPA1/022,INC,USCU_S10,Z1,MZ-FG-C900,CR,US10_PCC3S,Actual,20190101,7744
6270,FPA1/022,INC,USCU_S10,Z1,MZ-FG-C900,CR,US10_PCC3S,Actual,20190201,5324
6271,FPA1/022,INC,USCU_S10,Z1,MZ-FG-C900,CR,US10_PCC3S,Actual,20190301,4598
6272,FPA1/022,INC,USCU_S10,Z1,MZ-FG-C900,CR,US10_PCC3S,Actual,20190401,27306
6273,FPA1/022,INC,USCU_S10,Z1,MZ-FG-C900,CR,US10_PCC3S,Actual,20190501,10502
